latitude,longitude,event_type_code,event_type,data_id,fatalities,data_id
33.3146,68.4758,2,Battle-No change of territory,1641933,4,1641933
33.3677,68.4945,2,Battle-No change of territory,1641934,4,1641934
33.1581,69.3128,6,Remote violence,7314561,50,1640933
34.4432,70.6565,9,Violence against civilians,1632713,0,1632713
35.9446,68.7151,6,Remote violence,17641750,33,1724675
32.6268,65.8733,8,Strategic development,12936787,0,1724741
36.473,64.9001,6,Remote violence,1632690,10,1632690
36.4326,64.9207,6,Remote violence,5745722,21,1632691
33.2648,69.8219,9,Violence against civilians,1632692,2,1632692
34.3426,61.7467,9,Violence against civilians,4413754,3,1632699
33.7917,69.6736,2,Battle-No change of territory,15804592,113,1632706
34.6134,70.765,2,Battle-No change of territory,5876035,7,1632652
33.5974,69.2259,9,Violence against civilians,8837275,11,1721272
31.6133,65.7101,9,Violence against civilians,14743086,9,1724726
34.356,68.8036,6,Remote violence,20117545,38,1721096
37.3451,69.5338,2,Battle-No change of territory,26010660,152,1632667
37.3841,69.4529,9,Violence against civilians,1632669,0,1724612
34.8085,63.43,2,Battle-No change of territory,31447766,149,1632670
32.6683,65.8928,2,Battle-No change of territory,4416086,10,1632643
32.6475,65.9407,2,Battle-No change of territory,1632644,3,1632644
33.3029,62.1474,8,Strategic development,4428869,4,1724576
34.1203,69.1393,2,Battle-No change of territory,4607808,28,1632609
33.9692,68.9447,2,Battle-No change of territory,33741576,148,1632611
35.4206,70.9226,8,Strategic development,3030415,0,1684380
36.9195,66.3848,2,Battle-No change of territory,1632631,2,1632631
33.1422,63.8612,5,Non-violent transfer of territory,1632637,0,1721059
33.5223,68.6264,6,Remote violence,17357570,86,1671100
33.4633,68.537,2,Battle-No change of territory,9895735,19,1641969
33.819,68.6056,2,Battle-No change of territory,1632588,4,1632588
34.4884,69.2184,6,Remote violence,3000718,1,1632589
35.4167,71.3333,2,Battle-No change of territory,23678340,123,1641699
32.1491,64.4336,2,Battle-No change of territory,1632599,10,1632599
36.0286,70.7725,2,Battle-No change of territory,3222521,4,1620213
33.3709,68.4578,6,Remote violence,1632564,6,1632564
32.6296,62.4895,2,Battle-No change of territory,15505307,86,1632736
34.9874,63.1289,8,Strategic development,7369578,0,1721261
34.6415,70.6669,3,Battle-Non-state actor overtakes territory,1632582,0,1632582
34.112,70.4062,2,Battle-No change of territory,1636256,6,1636256
34.8958,69.7208,2,Battle-No change of territory,10302972,21,1620173
37.5923,70.5581,2,Battle-No change of territory,6427498,19,1620292
32.3008,65.0964,2,Battle-No change of territory,11528039,42,1721014
37.3451,69.5338,3,Battle-Non-state actor overtakes territory,4437142,19,1632667
34.2435,70.7285,9,Violence against civilians,2981868,5,1724684
33.7971,68.9375,2,Battle-No change of territory,45224649,160,1671214
34.0608,70.4542,6,Remote violence,1620200,9,1620200
33.6403,69.8167,2,Battle-No change of territory,26895264,168,1620304
33.7917,69.9094,2,Battle-No change of territory,31329571,143,1620214
36.2647,68.0155,6,Remote violence,2976446,3,1724606
33.8168,69.632,2,Battle-No change of territory,11648626,47,1620189
37.4657,69.6113,2,Battle-No change of territory,7456650,10,1620244
37.0659,69.4213,3,Battle-Non-state actor overtakes territory,3218762,1,1632746
34.2122,62.2124,2,Battle-No change of territory,7133084,10,1620262
33.0517,66.7421,6,Remote violence,29924634,144,1724638
34.25,70.01,2,Battle-No change of territory,7373865,17,1620309
35.9782,65.414,6,Remote violence,2968658,3,1620194
34.3018,70.4609,6,Remote violence,1620210,11,1620210
34.1233,71.0937,8,Strategic development,1620248,0,1620248
31.79,64.6829,2,Battle-No change of territory,5965132,22,1632552
33.685,69.4484,6,Remote violence,5748037,21,1620274
33.3377,66.2843,2,Battle-No change of territory,1620186,3,1620186
33.3107,69.8002,2,Battle-No change of territory,5844122,13,1632551
31.6793,64.3149,2,Battle-No change of territory,4376316,18,1620225
33.5239,67.2058,6,Remote violence,4853441,32,1724734
33.6906,69.3688,6,Remote violence,12736341,54,1636128
35.9774,65.3783,6,Remote violence,19747254,114,1724824
35.0166,69.174,9,Violence against civilians,3226166,1,1671229
34.412,70.2963,6,Remote violence,25895528,46,1671151
31.9515,64.7672,6,Remote violence,2979338,9,1613162
34.9145,65.2884,2,Battle-No change of territory,3214578,29,1721127
36.709,67.1109,2,Battle-No change of territory,22343284,177,1721032
34.0004,68.7135,6,Remote violence,25358395,47,1724721
34.9695,70.8799,2,Battle-No change of territory,1613084,0,1613084
37.1431,68.9501,6,Remote violence,6396961,29,1724650
33.6896,64.8531,2,Battle-No change of territory,8600573,31,1613134
36.0992,66.2082,8,Strategic development,3018400,3,1613135
36.0992,66.2082,2,Battle-No change of territory,3219104,6,1613135
34.9925,71.4194,6,Remote violence,23272923,2,1620201
31.1167,64.2,2,Battle-No change of territory,60870642,395,1684291
36.6871,66.6262,6,Remote violence,1613090,11,1613090
36.6782,66.8033,6,Remote violence,8649809,39,1721065
32.7269,67.637,6,Remote violence,11413917,33,1724788
37.5275,65.7583,6,Remote violence,1613124,15,1613124
34.156,64.7857,2,Battle-No change of territory,1613064,2,1613064
34.1074,64.3052,2,Battle-No change of territory,9050077,77,1671211
34.5195,65.2509,6,Remote violence,7421489,22,1721061
37.3451,69.5338,9,Violence against civilians,4635756,3,1632667
31.7333,65.1333,9,Violence against civilians,1613079,5,1724791
33.5345,69.1392,2,Battle-No change of territory,7124504,25,1613126
34.8714,62.5483,2,Battle-No change of territory,5862568,25,1721035
32.5099,68.856,6,Remote violence,8540508,31,1613164
33.5508,68.4225,9,Violence against civilians,8533244,3,1724812
32.5586,62.136,6,Remote violence,1613083,1,1613083
34.5717,70.5886,6,Remote violence,1613081,0,1613081
35.7121,65.2258,3,Battle-Non-state actor overtakes territory,1613078,0,1724754
33.6976,68.1476,6,Remote violence,1613088,4,1721212
37.0659,69.4213,6,Remote violence,7317074,17,1632746
37.4185,66.0436,2,Battle-No change of territory,6215010,69,1613055
33.118,69.0156,6,Remote violence,5791400,16,1632738
36.97,68.57,1,Battle-Government regains territory,1613070,0,1724673
34.9109,71.1274,9,Violence against civilians,4346333,5,1671072
32.1643,63.4268,6,Remote violence,2978137,10,1613104
34.949,70.7822,9,Violence against civilians,1613057,2,1724825
36.6871,66.6262,2,Battle-No change of territory,3004394,27,1613090
35.8176,64.3694,2,Battle-No change of territory,2976164,10,1613100
35.2793,68.3789,1,Battle-Government regains territory,4560963,41,1640877
32.9299,66.6891,3,Battle-Non-state actor overtakes territory,3226131,22,1724738
33.9623,68.925,2,Battle-No change of territory,3214774,7,1620168
34.8001,69.6644,2,Battle-No change of territory,8590595,11,1620185
36.683,69.1128,6,Remote violence,14129042,49,1620273
32.6832,68.3329,2,Battle-No change of territory,2981055,5,1606001
32.4551,62.1719,6,Remote violence,1605977,15,1605977
32.7269,67.637,9,Violence against civilians,1605984,0,1724788
36.2683,64.8517,2,Battle-No change of territory,1605991,9,1605991
35.0399,63.2926,3,Battle-Non-state actor overtakes territory,1605993,0,1721121
33.6457,62.2696,2,Battle-No change of territory,15703009,50,1684264
33.6949,69.2106,2,Battle-No change of territory,1620183,3,1620183
31.9358,68.8348,6,Remote violence,2983314,8,1605957
34.156,64.7857,3,Battle-Non-state actor overtakes territory,1605958,0,1613064
34.7157,63.5699,3,Battle-Non-state actor overtakes territory,1605959,0,1605959
36.683,69.1128,2,Battle-No change of territory,43459644,261,1620273
34.1828,70.4368,6,Remote violence,1605967,5,1605967
34.1195,70.3183,6,Remote violence,1605968,1,1605968
34.112,70.4062,6,Remote violence,1605969,3,1636256
33.8915,68.661,2,Battle-No change of territory,8525959,11,1620157
33.4968,69.1055,2,Battle-No change of territory,4355621,12,1620159
34.3196,70.7712,6,Remote violence,4363320,8,1620298
33.7752,69.3395,8,Strategic development,1605939,4,1605939
34.2379,71.0445,2,Battle-No change of territory,30946098,146,1605948
34.3864,64.6292,3,Battle-Non-state actor overtakes territory,1605916,46,1605916
36.6782,66.8033,8,Strategic development,4716180,1,1721065
34.6479,70.8975,7,Riots/Protests,1605924,0,1605924
34.6479,70.8975,9,Violence against civilians,2954213,3,1605924
36.8265,70.8162,2,Battle-No change of territory,1620149,2,1620149
33.3709,68.4578,2,Battle-No change of territory,3000018,10,1632564
33.63,68.383,2,Battle-No change of territory,1620152,2,1620152
35.1907,70.9948,2,Battle-No change of territory,15839928,74,1721076
33.3395,69.9204,6,Remote violence,58993509,134,1684307
34.716,70.2797,2,Battle-No change of territory,2968845,4,1604605
34.729,70.2905,2,Battle-No change of territory,1604606,4,1604606
35.8403,65.2309,1,Battle-Government regains territory,3199066,29,1641873
32.0333,65.1339,2,Battle-No change of territory,8538810,65,1604668
29.73,65.6914,2,Battle-No change of territory,1604669,18,1604669
31.8261,61.23,2,Battle-No change of territory,2976597,2,1604670
37.0659,69.4213,8,Strategic development,1604675,0,1632746
36.7341,69.5336,8,Strategic development,1604676,0,1724651
36.6155,69.3395,8,Strategic development,1604677,0,1604677
33.7917,69.6736,6,Remote violence,17447124,84,1632706
35.0399,63.2926,6,Remote violence,2989847,7,1721121
36.4285,64.9273,3,Battle-Non-state actor overtakes territory,1604657,0,1604657
35.8403,65.2309,3,Battle-Non-state actor overtakes territory,4559767,14,1641873
34.2553,70.8657,6,Remote violence,23790540,88,1671243
35.6273,64.8366,2,Battle-No change of territory,3209192,36,1604604
35.9587,65.4494,6,Remote violence,4220798,34,1640964
35.2793,68.3789,3,Battle-Non-state actor overtakes territory,3028890,17,1640877
34.7523,63.1042,2,Battle-No change of territory,2990945,14,1604660
34.1377,69.2062,2,Battle-No change of territory,8614764,15,1620148
34.2236,69.1151,6,Remote violence,1620166,8,1671156
34.3196,70.7712,2,Battle-No change of territory,3006140,7,1620298
34.144,69.0766,2,Battle-No change of territory,4838938,9,1620308
34.855,69.6492,2,Battle-No change of territory,7525407,37,1604586
33.3246,68.4407,8,Strategic development,4396141,16,1724579
36.8817,70.2767,2,Battle-No change of territory,6427511,56,1620174
33.118,69.0156,1,Battle-Government regains territory,1620238,5,1632738
35.9446,68.7151,9,Violence against civilians,6387990,3,1724675
35.8462,64.5307,6,Remote violence,10406288,31,1721043
33.7752,69.3395,6,Remote violence,4399330,9,1605939
37.4185,66.0436,6,Remote violence,1604611,1,1613055
35.0333,71.3581,2,Battle-No change of territory,4439508,6,1604638
36.1073,64.8404,2,Battle-No change of territory,3199185,8,1604650
36.8817,70.2767,6,Remote violence,3208421,10,1620174
33.9484,68.869,2,Battle-No change of territory,1620141,2,1620141
33.9475,68.8938,2,Battle-No change of territory,2992592,4,1620142
37.4212,70.6563,3,Battle-Non-state actor overtakes territory,3205053,3,1684353
32.2414,62.9494,6,Remote violence,7045890,37,1602522
37.4657,69.6113,8,Strategic development,3028166,1,1620244
34.034,70.7151,2,Battle-No change of territory,1602520,1,1602520
34.2998,70.378,9,Violence against civilians,4413702,4,1724828
34.2774,70.3618,9,Violence against civilians,11537035,29,1724756
36.3212,69.3898,1,Battle-Government regains territory,1602516,0,1602516
34.4432,70.6565,6,Remote violence,1602511,1,1632713
37.1043,71.1638,2,Battle-No change of territory,4807224,15,1602508
34.8711,62.5476,6,Remote violence,2994947,4,1602501
31.8787,66.1763,2,Battle-No change of territory,2988782,13,1602500
33.3395,69.9204,9,Violence against civilians,1602498,1,1684307
34.9925,71.4194,2,Battle-No change of territory,7159333,27,1620201
33.3246,68.4407,9,Violence against civilians,3038205,2,1724579
33.198,68.108,9,Violence against civilians,1602487,1,1724823
34.9692,71.2717,6,Remote violence,16850067,33,1602473
36.1623,64.8848,6,Remote violence,1602472,2,1602472
36.97,68.57,3,Battle-Non-state actor overtakes territory,1602470,9,1724673
36.2224,69.1504,2,Battle-No change of territory,18451932,120,1602465
36.7335,66.6655,2,Battle-No change of territory,1602464,35,1602464
34.3654,70.7491,2,Battle-No change of territory,1598497,9,1598497
31.6317,64.259,6,Remote violence,1598438,6,1598438
36.6751,69.0161,6,Remote violence,2985098,4,1598437
34.2692,70.2777,2,Battle-No change of territory,2970222,7,1598500
33.1489,66.139,9,Violence against civilians,1598478,5,1598478
34.3448,61.4932,2,Battle-No change of territory,1598476,5,1598476
36.789,66.5804,2,Battle-No change of territory,1598451,3,1598451
36.8236,66.4577,2,Battle-No change of territory,4363172,12,1721224
34.3018,70.4609,9,Violence against civilians,1598462,1,1620210
32.7076,69.2784,7,Riots/Protests,1598419,0,1598419
34.7038,70.1537,6,Remote violence,16990304,37,1640910
36.7035,69.1341,2,Battle-No change of territory,1598435,7,1598435
35.5921,64.1624,6,Remote violence,1598447,12,1598447
35.6875,64.2932,6,Remote violence,12692447,70,1724770
34.8711,62.5476,2,Battle-No change of territory,19709507,56,1602501
34.8212,69.651,2,Battle-No change of territory,5757586,14,1598477
34.25,70.01,6,Remote violence,7127938,16,1620309
34.3375,63.7397,9,Violence against civilians,1598426,0,1671098
34.2442,69.1352,8,Strategic development,1598427,0,1598427
36.0921,68.5238,6,Remote violence,1598508,6,1598508
36.4326,64.9207,2,Battle-No change of territory,28227844,122,1632691
35.5921,64.1624,2,Battle-No change of territory,1598496,3,1598447
32.3745,62.1164,7,Riots/Protests,8510639,0,1724574
34.3956,68.8662,7,Riots/Protests,1578656,0,1724656
37.1904,68.6113,8,Strategic development,1578657,2,1578657
34.4094,69.1573,8,Strategic development,4351718,0,1578647
35.9202,64.7809,8,Strategic development,4373322,0,1684285
34.7028,70.6019,2,Battle-No change of territory,4534577,23,1578629
33.7917,69.9094,1,Battle-Government regains territory,1578631,12,1620214
34.5195,65.2509,9,Violence against civilians,14076361,51,1721061
36.2982,68.8347,2,Battle-No change of territory,2951263,3,1578678
32.5555,67.0371,6,Remote violence,11437923,41,1724822
34.0566,70.8261,6,Remote violence,33562127,82,1724831
34.9789,69.5724,6,Remote violence,10001101,18,1724748
36.9882,66.8207,2,Battle-No change of territory,7110581,27,1578655
34.2039,70.1217,6,Remote violence,1578662,6,1578662
35.6216,68.6948,2,Battle-No change of territory,11145629,41,1258174
35.6216,68.6948,6,Remote violence,2606836,0,1258174
33.8933,69.2317,6,Remote violence,1258178,4,1258178
31.5717,65.7294,9,Violence against civilians,1258179,1,1258179
36.0353,68.6454,8,Strategic development,1258173,9,1724575
33.6881,68.4019,1,Battle-Government regains territory,1258149,38,1724742
32.9003,68.7963,6,Remote violence,2606616,9,1258151
34.2118,69.0999,8,Strategic development,5458181,4,1724663
36.7564,66.8972,8,Strategic development,2691213,0,1724667
32.624,62.4613,6,Remote violence,1258137,35,1258137
33.6881,68.4019,3,Battle-Non-state actor overtakes territory,1258138,14,1724742
34.949,70.7822,8,Strategic development,1258139,4,1724825
34.9669,69.265,6,Remote violence,11090489,34,1258140
34.2937,69.7891,2,Battle-No change of territory,1258141,8,1258141
34.9789,69.5724,1,Battle-Government regains territory,1258143,7,1724748
34.2882,68.8477,2,Battle-No change of territory,1258133,7,1258133
34.9669,69.265,7,Riots/Protests,1258112,0,1258140
31.8033,66.3242,2,Battle-No change of territory,14483590,27,1258113
34.7896,71.1097,6,Remote violence,23444205,19,1258125
31.5938,64.3716,8,Strategic development,23356067,0,1724781
33.1003,68.3116,6,Remote violence,4180963,17,1671113
36.8301,65.043,2,Battle-No change of territory,1346581,1,1346581
36.8301,65.043,6,Remote violence,2625125,6,1346581
36.1428,64.8845,2,Battle-No change of territory,1258099,2,1258099
34.3574,70.2391,2,Battle-No change of territory,4085421,6,1258106
34.3574,70.2391,6,Remote violence,4032408,4,1258106
31.7333,65.1333,7,Riots/Protests,1258108,0,1724791
32.8472,66.05,8,Strategic development,1258072,0,1258072
32.9299,66.6891,8,Strategic development,1258073,2,1724738
36.8648,70.8342,6,Remote violence,6409720,31,1640912
32.8472,66.05,2,Battle-No change of territory,1258075,6,1258072
34.729,70.2905,8,Strategic development,1258079,2,1604606
36.7854,71.0907,6,Remote violence,6409782,19,1602455
37.0704,69.2984,7,Riots/Protests,1346821,0,1724743
37.3451,69.5338,6,Remote violence,1346822,0,1632667
35.9428,66.5178,2,Battle-No change of territory,1346823,14,1346823
34.6539,61.1978,7,Riots/Protests,1346835,0,1346835
36.2154,65.9325,8,Strategic development,7854585,0,1721182
34.6714,70.2094,8,Strategic development,4204822,2,1721092
36.2154,65.9325,1,Battle-Government regains territory,1347285,20,1721182
37.028,69.1853,6,Remote violence,1604571,36,1604571
31.3918,64.319,7,Riots/Protests,2942242,0,1724713
33.24,68.8663,2,Battle-No change of territory,8308993,21,1347621
36.4326,64.9207,9,Violence against civilians,1347622,1,1632691
32.5215,67.4132,8,Strategic development,2756022,5,1724807
33.56,68.3,1,Battle-Government regains territory,2723609,26,1724558
33.7797,69.9501,2,Battle-No change of territory,1347798,0,1347798
34.949,70.7822,6,Remote violence,13768274,50,1724825
31.8787,66.1763,6,Remote violence,4063867,10,1602500
32.6533,62.5774,2,Battle-No change of territory,1348466,14,1348466
34.2634,69.9477,2,Battle-No change of territory,2710787,15,1348650
34.25,70.01,8,Strategic development,1348661,1,1620309
34.855,69.6492,9,Violence against civilians,1348819,7,1604586
37.3977,69.8146,6,Remote violence,2748525,6,1671201
37.4657,69.6113,6,Remote violence,2706596,10,1620244
35.9113,65.0271,2,Battle-No change of territory,2733680,7,1348823
32.3745,62.1164,8,Strategic development,4171226,0,1724574
35.8403,65.2309,6,Remote violence,6894619,21,1641873
33.0519,68.65,2,Battle-No change of territory,4114941,15,1348962
37.2662,70.8215,9,Violence against civilians,1602452,1,1602452
33.695,68.8928,6,Remote violence,4098402,16,1348965
37.189,68.9364,6,Remote violence,25091145,143,1724804
34.1086,70.4087,6,Remote violence,1348970,3,1348970
35.591,64.7767,8,Strategic development,1595020,10,1595020
31.5938,64.3716,9,Violence against civilians,6939947,59,1724781
34.272,70.5679,8,Strategic development,1349188,0,1721050
36.9529,65.1238,6,Remote violence,2739642,7,1349174
35.6273,64.8366,1,Battle-Government regains territory,2944197,8,1604604
34.7452,70.8811,6,Remote violence,1349189,1,1349189
31.4817,64.3226,2,Battle-No change of territory,2750304,7,1349560
34.2001,70.2781,6,Remote violence,11177438,38,1724758
36.7854,71.0907,9,Violence against civilians,3204765,2,1602455
36.06,64.97,1,Battle-Government regains territory,2944906,24,1724817
36.2553,64.8138,1,Battle-Government regains territory,2702524,35,1724632
36.9882,66.8207,1,Battle-Government regains territory,1349911,23,1578655
34.5626,69.0282,6,Remote violence,1595015,2,1595015
34.2947,70.3148,6,Remote violence,1349904,0,1349904
36.1701,65.4638,6,Remote violence,1350095,31,1350095
36.6576,66.4396,2,Battle-No change of territory,2750080,0,1350187
31.985,65.4728,6,Remote violence,9748917,52,1721240
33.4044,69.6244,6,Remote violence,1350189,2,1350189
36.5406,70.6687,2,Battle-No change of territory,9614334,19,1602450
35.9782,65.414,2,Battle-No change of territory,1350283,6,1620194
35.9587,65.4494,2,Battle-No change of territory,2775367,16,1640964
33.0075,67.9945,2,Battle-No change of territory,1350287,7,1350287
32.9949,67.9074,2,Battle-No change of territory,1350288,7,1350288
31.6323,64.2645,9,Violence against civilians,4784389,1,1724605
31.7351,67.3574,2,Battle-No change of territory,1350443,7,1350443
32.1764,66.5127,2,Battle-No change of territory,15284123,48,1350444
33.9335,68.3913,2,Battle-No change of territory,14005991,55,1350445
34.034,70.7151,6,Remote violence,1350460,7,1602520
34.8321,62.045,2,Battle-No change of territory,1350501,8,1350501
32.5099,68.856,2,Battle-No change of territory,18294201,233,1613164
33.5414,69.7344,8,Strategic development,1350698,0,1350698
34.6479,70.8975,6,Remote violence,6961430,0,1605924
32.7587,61.654,6,Remote violence,5416963,60,1640914
34.9864,68.7083,2,Battle-No change of territory,11028914,40,1351311
33.4968,69.1055,6,Remote violence,1351313,5,1620159
36.0542,64.8561,6,Remote violence,1351333,3,1351333
31.8787,66.1763,9,Violence against civilians,1351342,0,1602500
36.9882,66.8207,6,Remote violence,4112707,17,1578655
33.3066,69.6938,6,Remote violence,11099601,25,1351546
36.5211,68.8998,2,Battle-No change of territory,10150964,50,1351575
36.6612,66.5118,2,Battle-No change of territory,6947543,17,1351999
33.4052,68.5259,2,Battle-No change of territory,2722477,10,1351994
34.2553,70.8657,8,Strategic development,5491441,0,1671243
36.2553,64.8138,6,Remote violence,9650971,73,1724632
31.5306,65.0249,6,Remote violence,1352209,60,1352209
33.3395,69.9204,8,Strategic development,5766599,0,1684307
35.7121,65.2258,9,Violence against civilians,4138958,4,1724754
34.4635,68.7171,8,Strategic development,1352425,0,1352425
37.0735,66.7627,2,Battle-No change of territory,1352327,4,1352327
34.3701,70.5374,6,Remote violence,8269660,13,1352423
33.198,68.108,7,Riots/Protests,8180381,0,1724823
33.3066,69.6938,8,Strategic development,1352613,0,1351546
34.8914,71.1697,2,Battle-No change of territory,9943560,34,1641694
33.3066,69.6938,7,Riots/Protests,1352845,0,1351546
37.0279,66.1282,8,Strategic development,2777495,4,1352855
32.4878,62.0576,6,Remote violence,13820931,55,1724593
36.0841,65.3879,6,Remote violence,4185684,16,1724669
33.3066,69.6938,9,Violence against civilians,1353047,4,1351546
33.2523,68.0292,9,Violence against civilians,1353106,2,1353106
34.2778,69.7995,8,Strategic development,1353104,2,1353104
32.6542,62.1043,9,Violence against civilians,3189925,3,1721172
36.9614,65.0952,6,Remote violence,1353364,2,1353364
34.8284,69.67,6,Remote violence,1353361,3,1353361
34.9667,70.8577,2,Battle-No change of territory,1353586,3,1353586
36.0542,64.8561,2,Battle-No change of territory,2712892,4,1351333
34.1996,70.1622,9,Violence against civilians,1353590,1,1724567
30.558,63.781,6,Remote violence,8397974,63,1353829
31.8739,64.7334,8,Strategic development,1353834,0,1353834
35.1953,71.6002,6,Remote violence,2739289,10,1354035
36.2647,68.0155,9,Violence against civilians,1354232,0,1724606
32.9374,68.6462,6,Remote violence,2758347,6,1640897
32.7076,69.2784,6,Remote violence,14097778,63,1598419
34.855,69.6492,8,Strategic development,4070600,0,1604586
34.4966,70.943,2,Battle-No change of territory,1354762,3,1354762
31.7359,64.3672,2,Battle-No change of territory,1355013,2,1355013
34.9669,69.265,2,Battle-No change of territory,6936079,17,1258140
33.1418,68.0498,2,Battle-No change of territory,3189679,17,1594983
33.5669,68.7019,2,Battle-No change of territory,7119771,30,1355012
31.5211,64.1176,2,Battle-No change of territory,20157495,175,1355227
35.1055,61.6873,2,Battle-No change of territory,6914054,18,1355229
32.6494,61.6071,6,Remote violence,1355234,4,1355234
37.0429,68.4721,2,Battle-No change of territory,1355456,4,1355456
34.7896,71.1097,2,Battle-No change of territory,12518372,26,1258125
32.0907,66.7986,2,Battle-No change of territory,1355458,0,1355458
34.2409,70.1827,8,Strategic development,8269693,1,1724657
35.9065,65.1007,2,Battle-No change of territory,1355650,1,1355650
32.1082,61.3488,6,Remote violence,1355664,3,1355664
32.6268,65.8733,9,Violence against civilians,5541182,4,1724741
36.7574,66.5092,2,Battle-No change of territory,1356116,2,1356116
32.3278,67.8886,8,Strategic development,1356348,0,1721210
36.9654,68.5206,6,Remote violence,1356555,1,1356555
37.1914,69.0335,6,Remote violence,1356553,1,1356553
36.9777,68.4748,6,Remote violence,1356556,0,1356556
32.7334,66.2678,2,Battle-No change of territory,5482627,37,1356558
35.6728,71.3434,2,Battle-No change of territory,10044650,67,1594978
34.412,70.2963,8,Strategic development,1356769,0,1671151
36.9925,66.2965,9,Violence against civilians,1356770,0,1356770
32.4269,65.6371,2,Battle-No change of territory,34006126,288,1721202
36.2553,64.8138,7,Riots/Protests,2718043,0,1724632
32.7587,61.654,8,Strategic development,2764412,9,1640914
34.8612,70.4602,3,Battle-Non-state actor overtakes territory,1356934,0,1356934
31.5211,64.1176,6,Remote violence,4195960,15,1355227
33.5333,69.7333,6,Remote violence,12527204,122,1357272
33.5151,69.676,2,Battle-No change of territory,1357400,3,1357400
31.2666,64.2333,2,Battle-No change of territory,1357330,6,1357330
34.0639,70.7634,6,Remote violence,5505428,35,1357333
36.8544,67.18,3,Battle-Non-state actor overtakes territory,1357398,8,1357398
34.4282,70.3802,6,Remote violence,6871563,14,1357770
32.7811,69.3292,6,Remote violence,4176979,11,1357773
33.8041,68.936,6,Remote violence,1594971,4,1594971
34.7045,70.2396,2,Battle-No change of territory,7049156,27,1357769
33.4362,70.0671,9,Violence against civilians,1357771,7,1724711
34.2178,70.2941,6,Remote violence,1358111,3,1358111
35.1055,61.6873,8,Strategic development,1358116,0,1355229
33.7853,63.2474,2,Battle-No change of territory,9810787,59,1358117
34.2854,70.3863,2,Battle-No change of territory,1358103,1,1358103
33.7917,69.9094,7,Riots/Protests,1358113,0,1620214
35.9483,66.4213,6,Remote violence,1358413,2,1640948
31.7597,64.4936,2,Battle-No change of territory,1358411,1,1358411
37.1166,70.58,6,Remote violence,4807123,8,1721260
36.9111,71.0688,6,Remote violence,1602446,8,1602446
34.2998,70.378,8,Strategic development,4086451,3,1724828
32.3745,62.1164,9,Violence against civilians,9780738,6,1724574
31.8209,64.57,8,Strategic development,5567120,26,1724609
37.3977,69.8146,9,Violence against civilians,4139833,3,1671201
34.5897,69.7625,8,Strategic development,2739039,0,1721106
34.0336,70.6243,6,Remote violence,1358907,5,1358907
32.662,67.5875,6,Remote violence,1358909,3,1358909
34.4282,70.3802,2,Battle-No change of territory,1359060,3,1357770
36.2553,64.8138,9,Violence against civilians,3783310,3,1724632
31.5545,64.8722,2,Battle-No change of territory,1359302,17,1359302
31.5344,64.906,2,Battle-No change of territory,1359303,16,1359303
36.691,68.7965,3,Battle-Non-state actor overtakes territory,1359304,0,1724819
35.9994,64.9036,6,Remote violence,1359305,13,1359305
32.3745,62.1164,1,Battle-Government regains territory,1359299,10,1724574
36.1429,64.8846,2,Battle-No change of territory,1359541,12,1359541
33.3427,68.4365,2,Battle-No change of territory,4151361,20,1671208
33.3091,68.4391,6,Remote violence,1359545,26,1359545
34.5464,69.0552,2,Battle-No change of territory,1359795,15,1359795
32.8201,67.7693,8,Strategic development,2731732,0,1724733
33.4252,68.4191,1,Battle-Government regains territory,1360025,0,1360025
33.3246,68.4407,1,Battle-Government regains territory,2739429,40,1724579
33.5223,68.6264,1,Battle-Government regains territory,1360027,0,1671100
34.9844,70.9051,8,Strategic development,1360249,0,1724603
31.7333,64.45,9,Violence against civilians,1360260,10,1360260
31.7116,64.2745,2,Battle-No change of territory,1360246,2,1360246
34.547,70.2444,8,Strategic development,1360250,0,1684348
35.7998,64.7772,2,Battle-No change of territory,1360252,3,1360252
33.4252,68.4191,2,Battle-No change of territory,1360442,9,1360025
33.306,68.4907,2,Battle-No change of territory,4131329,11,1671191
33.4747,68.3991,2,Battle-No change of territory,2745321,5,1360439
33.4349,68.4468,2,Battle-No change of territory,4126917,14,1360436
33.3982,68.354,2,Battle-No change of territory,6889463,22,1360437
34.7296,70.423,2,Battle-No change of territory,1360441,8,1360441
35.8462,64.5307,8,Strategic development,1360443,0,1721043
32.7164,65.8986,2,Battle-No change of territory,10373279,81,1360448
35.591,64.7767,2,Battle-No change of territory,1594958,1,1595020
33.4252,68.4191,6,Remote violence,1360456,6,1360025
33.2874,69.9128,8,Strategic development,1360457,0,1684215
36.1178,68.712,6,Remote violence,1360661,5,1360661
34.9669,69.265,8,Strategic development,4334740,0,1258140
36.0059,65.5504,6,Remote violence,1360886,15,1360886
37.0704,69.2984,8,Strategic development,4163373,5,1724743
32.7572,67.6114,2,Battle-No change of territory,1360889,5,1360889
32.7334,66.2678,6,Remote violence,1360891,10,1356558
31.6323,64.2645,1,Battle-Government regains territory,3189752,8,1724605
37.1431,68.9501,8,Strategic development,3189790,4,1724650
35.0164,69.3445,8,Strategic development,4784511,2,1724745
32.3691,61.9766,2,Battle-No change of territory,1594955,2,1594955
36.0353,68.6454,6,Remote violence,1361315,2,1724575
37.5923,70.5581,9,Violence against civilians,1602444,0,1620292
35.066,69.4976,6,Remote violence,1361318,0,1361318
