latitude,longitude,data_id,period,event_type_code,event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities
36.683,69.1128,CON1364660,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Kunduz,Khan Abad,0,Khan Abad,36.683,69.1128,2,BBC Monitoring; Afghan Islamic Press; Bakhtar News Agency,National,"Afghan security operations led to the deaths of 10-14 Taliban militants (coded across 6 events), injuring of 4-9 others, and arrest of 1 commander in the Aishan-e Tup, Zard Kamar, and Jukanah areas of Khan Abad District, Kunduz Province between January 7-9, 2018. 3 militant hideouts were also destroyed. A resident reported that 3 civilians were also injured and a number of residential houses were destroyed.",2
34.1417,70.7525,CON1364662,2018 January,2,Battle-No change of territory,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Nangarhar,Shinwar,0,Wiyaleh,34.1417,70.7525,1,BBC Monitoring; Voice of Jihad,Other-national,"Clashes occurred between the Taliban and Afghan soldiers in the Wiyaleh area of Shinwar District, Nangarhar Province, on January 7, 2018. 3 Afghan soldiers were killed and many others injured.",3
34.6925,70.9264,CON1594912,2018 January,2,Battle-No change of territory,Police Forces of Afghanistan (2004-),Military Forces of Afghanistan (2004-); Dewa Gul Communal Militia (Afghanistan),Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Kunar,Chawkay,0,Chawkay,34.6925,70.9264,2,BBC Monitoring; Afghan Islamic Press; Telegram; Pajhwok Afghan News; Khaama Press; Anadolu Agency,Subnational-regional,"Fighting occurred between Afghan police forces and local uprising forces and IS militants in the Dewa Gul area of Chawkay District, Kunar Province, for 3 days (January 7-9, 2019) after IS militants stormed security posts early on the first day. In total, 22 IS militants were killed and 32 others wounded; 4-5 policemen were killed and 15 local uprising force members were wounded (26 total fatalitites coded across 3 events). IS claimed up to 15 government forces' casualties. Other reports added that military forces provided air and artillery backup.",9
33.5508,68.4225,CON1364451,2018 January,2,Battle-No change of territory,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Ghazni,Ghazni,0,Ghazni,33.5508,68.4225,3,BBC Monitoring; Voice of Jihad,Other-national,"The Taliban claimed to have killed or wounded 26 Afghan security personnel (half coded as fatalities across 3 events) in attacks on government convoys in Khost, Laghman, and Ghazni Provinces on January 8, 2018.",4
34.6714,70.2094,CON1364452,2018 January,2,Battle-No change of territory,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Laghman,Mehtar Lam,0,Mehtar Lam,34.6714,70.2094,3,BBC Monitoring; Voice of Jihad,Other-national,"The Taliban claimed to have killed or wounded 26 Afghan security personnel (half coded as fatalities across 3 events) in attacks on government convoys in Khost, Laghman, and Ghazni Provinces on January 8, 2018.",4
33.3395,69.9204,CON1364454,2018 January,2,Battle-No change of territory,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Khost,Khost,0,Khost,33.3395,69.9204,3,BBC Monitoring; Voice of Jihad,Other-national,"The Taliban claimed to have killed or wounded 26 Afghan security personnel (half coded as fatalities across 3 events) in attacks on government convoys in Khost, Laghman, and Ghazni Provinces on January 8, 2018.",5
31.4628,65.3253,CON1364457,2018 January,2,Battle-No change of territory,Taliban,0,Police Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Kandahar,Panjwaye,0,Talukan,31.4628,65.3253,1,Pajhwok Afghan News,National,"Taliban militants attacked police forces with laser weapons on the night of January 8, 2018, in the Talukan and Mushan areas of Panjwaye District, Kandahar Province. 3 national policemen and 2 local policemen were killed (coded across 2 events); another policeman and a Taliban fighter was injured. The Taliban claimed killing 9 police and confiscating their vehicles and weapons.",3
34.0923,70.469,CON1364458,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Dih Bala,0,Dih Bala,34.0923,70.469,2,Bakhtar News Agency,National,"Afghan security forces targeted militant hideouts of both IS and Taliban in Shinwar, Mohmand Dara, Dih Bala, Kot, and Rodat Districts, Nangarhar Province, as reported on January 8, 2018. 14 IS militants and 6 Taliban were killed (coded across 5 events). 3 mines were also discovered and defused in Nangarhar during operations.",4
34.2553,70.8657,CON1364460,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Mohmand Dara,0,Mohmand Dara,34.2553,70.8657,2,Bakhtar News Agency,National,"Afghan security forces targeted militant hideouts of both IS and Taliban in Shinwar, Mohmand Dara, Dih Bala, Kot, and Rodat Districts, Nangarhar Province, as reported on January 8, 2018. 14 IS militants and 6 Taliban were killed (coded across 5 events). 3 mines were also discovered and defused in Nangarhar during operations.",4
33.3246,68.4407,CON1364464,2018 January,2,Battle-No change of territory,Taliban,0,Police Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Ghazni,Andar,0,Miray,33.3246,68.4407,2,TOLONews,Subnational,"Taliban militants attacked the Andar District, Ghazni Province District Council Building on the night of January 8, 2018. They detonated a Humvee full of explosives in front of the building before dozens of militants attacked the police forces stationed there. 15 policemen and 5 civilians were killed; 24 policemen and 10 civilians were wounded. The Taliban also suffered heavy fatalities, but the exact number is not known (coded as 10). 30 total fatalities.",30
36.6445,69.0333,CON1364448,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Kunduz,Khan Abad,0,Jukanah,36.6445,69.0333,1,BBC Monitoring; Afghan Islamic Press; Bakhtar News Agency,National,"Afghan security operations led to the deaths of 10-14 Taliban militants (coded across 6 events), injuring of 4-9 others, and arrest of 1 commander in the Aishan-e Tup, Zard Kamar, and Jukanah areas of Khan Abad District, Kunduz Province between January 7-9, 2018. 3 militant hideouts were also destroyed. A resident reported that 3 civilians were also injured and a number of residential houses were destroyed.",1
36.683,69.1128,CON1364450,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Kunduz,Khan Abad,0,Khan Abad,36.683,69.1128,2,BBC Monitoring; Afghan Islamic Press; Bakhtar News Agency,National,"Afghan security operations led to the deaths of 10-14 Taliban militants (coded across 6 events), injuring of 4-9 others, and arrest of 1 commander in the Aishan-e Tup, Zard Kamar, and Jukanah areas of Khan Abad District, Kunduz Province between January 7-9, 2018. 3 militant hideouts were also destroyed. A resident reported that 3 civilians were also injured and a number of residential houses were destroyed.",2
31.4655,65.2612,CON1364456,2018 January,2,Battle-No change of territory,Taliban,0,Police Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Kandahar,Panjwaye,0,Mushan,31.4655,65.2612,1,Pajhwok Afghan News,National,"Taliban militants attacked police forces with laser weapons on the night of January 8, 2018, in the Talukan and Mushan areas of Panjwaye District, Kandahar Province. 3 national policemen and 2 local policemen were killed (coded across 2 events); another policeman and a Taliban fighter was injured. The Taliban claimed killing 9 police and confiscating their vehicles and weapons.",2
34.1032,70.4607,CON1364459,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Kot,0,Kot,34.1032,70.4607,2,Bakhtar News Agency,National,"Afghan security forces targeted militant hideouts of both IS and Taliban in Shinwar, Mohmand Dara, Dih Bala, Kot, and Rodat Districts, Nangarhar Province, as reported on January 8, 2018. 14 IS militants and 6 Taliban were killed (coded across 5 events). 3 mines were also discovered and defused in Nangarhar during operations.",4
34.272,70.5679,CON1364461,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Rodat,0,Rodat,34.272,70.5679,2,Bakhtar News Agency,National,"Afghan security forces targeted militant hideouts of both IS and Taliban in Shinwar, Mohmand Dara, Dih Bala, Kot, and Rodat Districts, Nangarhar Province, as reported on January 8, 2018. 14 IS militants and 6 Taliban were killed (coded across 5 events). 3 mines were also discovered and defused in Nangarhar during operations.",4
34.1959,70.8318,CON1364462,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Shinwar,0,Shinwar,34.1959,70.8318,2,Bakhtar News Agency,National,"Afghan security forces targeted militant hideouts of both IS and Taliban in Shinwar, Mohmand Dara, Dih Bala, Kot, and Rodat Districts, Nangarhar Province, as reported on January 8, 2018. 14 IS militants and 6 Taliban were killed (coded across 5 events). 3 mines were also discovered and defused in Nangarhar during operations.",4
34.272,70.5679,CON1364236,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Rodat,0,Rodat,34.272,70.5679,2,Bakhtar News Agency,National,"Afghan military forces conducted air and ground operations against IS militants in Achin, Kot, Dih Bala, and Rodat Districts of Nangarhar Province on the night of January 9, 2018. 19 IS fighters were killed (coded across 4 events) and their equipment destroyed. Security forces also neutralized 3 mines in the province during these operations.",4
34.1032,70.4607,CON1364238,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Kot,0,Kot,34.1032,70.4607,2,Bakhtar News Agency,National,"Afghan military forces conducted air and ground operations against IS militants in Achin, Kot, Dih Bala, and Rodat Districts of Nangarhar Province on the night of January 9, 2018. 19 IS fighters were killed (coded across 4 events) and their equipment destroyed. Security forces also neutralized 3 mines in the province during these operations.",5
34.1258,70.7133,CON1734219,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Achin,0,Sra Kala,34.1258,70.7133,2,Bakhtar News Agency,National,"Afghan military forces conducted air and ground operations against IS militants in Achin, Kot, Dih Bala, and Rodat Districts of Nangarhar Province on the night of January 9, 2018. 19 IS fighters were killed (coded across 4 events) and their equipment destroyed. Security forces also neutralized 3 mines in the province during these operations.",5
34.6925,70.9264,CON1594914,2018 January,2,Battle-No change of territory,Police Forces of Afghanistan (2004-),Military Forces of Afghanistan (2004-); Dewa Gul Communal Militia (Afghanistan),Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Kunar,Chawkay,0,Chawkay,34.6925,70.9264,2,BBC Monitoring; Afghan Islamic Press; Telegram; Pajhwok Afghan News; Khaama Press; Anadolu Agency,Subnational-regional,"Fighting occurred between Afghan police forces and local uprising forces and IS militants in the Dewa Gul area of Chawkay District, Kunar Province, for 3 days (January 7-9, 2019) after IS militants stormed security posts early on the first day. In total, 22 IS militants were killed and 32 others wounded; 4-5 policemen were killed and 15 local uprising force members were wounded (26 total fatalitites coded across 3 events). IS claimed up to 15 government forces' casualties. Other reports added that military forces provided air and artillery backup.",8
33.5508,68.4225,CON1364246,2018 January,2,Battle-No change of territory,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Ghazni,Ghazni,0,Ghazni,33.5508,68.4225,3,BBC Monitoring; Voice of Jihad,Other-national,"Taliban militants targeted security checkpoints in Wardak and Ghazni Provinces on January 9, 2018, killing 8 security personnel, including at least one policeman in Wardak, and injuring another policeman (coded across 2 events).",4
34.3482,62.1997,CON1364249,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Herat,Hirat,0,Herat,34.3482,62.1997,3,BBC Monitoring; Noor TV,Subnational-national,"At least 7 suspected Taliban militants were killed (2 coded in a previous event) in recent (coded over the last few days) armed clashes with Afghan soldiers in Herat Province, as reported on January 11, 2018.",5
33.4378,69.0277,CON1364250,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Paktia,Zurmat,0,Zurmat,33.4378,69.0277,2,Xinhua General News Service,International,"Afghan military forces launched clearing operations in Zurmat District, Paktia Province, on January 9, 2018. 14 militants were killed and 8 others injured.",14
34.9874,63.1289,CON1364251,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Badghis,Qala i Naw,0,Qala i Naw,34.9874,63.1289,3,BBC Monitoring; Afghan Islamic Press,National,"Afghan security forces ambushed Taliban militants in Badghis Province, as reported on January 9, 2018. 21 Taliban were killed; the fate of the shadow deputy governor for the province (the target of the ambush) is unknown.",21
34.0923,70.469,CON1364237,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Dih Bala,0,Dih Bala,34.0923,70.469,2,Bakhtar News Agency,National,"Afghan military forces conducted air and ground operations against IS militants in Achin, Kot, Dih Bala, and Rodat Districts of Nangarhar Province on the night of January 9, 2018. 19 IS fighters were killed (coded across 4 events) and their equipment destroyed. Security forces also neutralized 3 mines in the province during these operations.",5
34.716,70.2797,CON1364240,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Laghman,Alingar,0,Salingar,34.716,70.2797,1,Xinhua General News Service,International,"Afghan security forces stormed a Taliban commander's hideout in Salingar area of Alingar District, Laghman Province, on the afternoon of January 9, 2018. They shot and killed the commander.",1
36.6445,69.0333,CON1364241,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Kunduz,Khan Abad,0,Jukanah,36.6445,69.0333,1,BBC Monitoring; Afghan Islamic Press; Bakhtar News Agency,National,"Afghan security operations led to the deaths of 10-14 Taliban militants (coded across 6 events), injuring of 4-9 others, and arrest of 1 commander in the Aishan-e Tup, Zard Kamar, and Jukanah areas of Khan Abad District, Kunduz Province between January 7-9, 2018. 3 militant hideouts were also destroyed. A resident reported that 3 civilians were also injured and a number of residential houses were destroyed.",1
36.683,69.1128,CON1364243,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Kunduz,Khan Abad,0,Khan Abad,36.683,69.1128,2,BBC Monitoring; Afghan Islamic Press; Bakhtar News Agency,National,"Afghan security operations led to the deaths of 10-14 Taliban militants (coded across 6 events), injuring of 4-9 others, and arrest of 1 commander in the Aishan-e Tup, Zard Kamar, and Jukanah areas of Khan Abad District, Kunduz Province between January 7-9, 2018. 3 militant hideouts were also destroyed. A resident reported that 3 civilians were also injured and a number of residential houses were destroyed.",2
33.1757,68.7304,CON1364244,2018 January,2,Battle-No change of territory,Police Forces of Afghanistan (2004-) National Directorate of Security,0,Unidentified Armed Group (Afghanistan),0,3,13,Southern Asia,Afghanistan,Paktika,Sharana,0,Sharan,33.1757,68.7304,3,Pajhwok Afghan News,National,"An NDS source reported that security officials had shot and killed a would-be suicide bomber before he reached his target - the governor's house - in Paktika Province on January 9, 2018.",1
34.3956,68.8662,CON1364247,2018 January,2,Battle-No change of territory,Taliban,0,Military Forces of Afghanistan (2004-),Police Forces of Afghanistan (2004-),1,12,Southern Asia,Afghanistan,Wardak,Maidan Shar,0,Maidan Shar,34.3956,68.8662,3,BBC Monitoring; Voice of Jihad,Other-national,"Taliban militants targeted security checkpoints in Wardak and Ghazni Provinces on January 9, 2018, killing 8 security personnel, including at least one policeman in Wardak, and injuring another policeman (coded across 2 events).",4
32.6268,65.8733,CON1364252,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),NATO: North Atlantic Treaty Organization; Military Forces of United States,Taliban,0,2,12,Southern Asia,Afghanistan,Urozgan,Tarinkot,0,Tarinkot,32.6268,65.8733,1,BBC Monitoring; National Afghanistan TV,National,"Security officials reported on January 13, 2018 (coded over the previous week), that 132 Taliban fighters had been killed (53 coded in separate events) and 80 wounded in joint Afghan and NATO operations in Tarinkot city, Urozgan Province.",79
34.8711,62.5476,CON1594916,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),Police Forces of Afghanistan (2004-),Taliban,0,2,12,Southern Asia,Afghanistan,Herat,Kushk,0,Kushk,34.8711,62.5476,2,BBC Monitoring; Herat TV,Subnational-national,"Joint army and police forces carried out an operation in Kushk District, Herat Province, as reported on January 10, 2018. 2 Taliban were killed and 4 others wounded.",2
33.6403,69.8167,CON1363955,2018 January,2,Battle-No change of territory,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Paktia,Jani Khail,0,Jani Khail,33.6403,69.8167,2,BBC Monitoring; Sharq TV,Subnational-national,"Suspected Taliban militants stormed an army checkpoint in Jani Khail District, Paktia Province, on January 10, 2018. 7 militants were killed and 4 others wounded.",7
34.6714,70.2094,CON1363956,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Laghman,Mehtar Lam,0,Mehtar Lam,34.6714,70.2094,1,Bakhtar News Agency,National,"Afghan security forces clashed with Taliban militants in Alishing District and the outskirts of Mehtar Lam City in Laghman Province, as reported on January 10, 2018. 9 militants were killed (coded across 2 events).",4
34.7038,70.1537,CON1363957,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Laghman,Alishing,0,Alishing,34.7038,70.1537,2,Bakhtar News Agency,National,"Afghan security forces clashed with Taliban militants in Alishing District and the outskirts of Mehtar Lam City in Laghman Province, as reported on January 10, 2018. 9 militants were killed (coded across 2 events).",5
32.5215,67.4132,CON1363958,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Zabul,Shah Joy,0,Shah Joy,32.5215,67.4132,2,Bakhtar News Agency,National,"Afghan security forces launched a surprise attack on Taliban militants in Shah Joy District, Zabul Province, as reported on January 10, 2018. 5 Taliban were killed.",5
37.0704,69.2984,CON1363959,2018 January,2,Battle-No change of territory,Taliban,0,Police Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Kunduz,Archi,0,Archi,37.0704,69.2984,2,Pajhwok Afghan News; Xinhua General News Service,Subnational-international,"Taliban militants attacked a police checkpost in Muhibullah village, Archi District, Kunduz Province, on the night of January 10, 2018 with clashes that continued to the next morning. 5 policemen were killed and 2 others wounded; an unknown number of Taliban were killed and wounded (total unknown fatalities coded as 10 across 2 events). Rockets also hit civilian homes, but no civilian casualties were reported.",5
34.8731,71.147,CON1363960,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Kunar,Asadabad,0,Asadabad,34.8731,71.147,3,Bakhtar News Agency,National,"Afghan ground and air operations targeted Taliban and/or Islamic State militants in Nangarhar, Kunar, Ghazni, Logar, Urozgan, Farah, Nimruz, and Faryab Provinces over 24 hours, as reported on January 10, 2018. 32 militants were killed (coded across 8 events), including 7 Pakistani nationals; 20 others wounded; and vehicles and weapons discovered and seized.",4
32.3745,62.1164,CON1363961,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Farah,Farah,0,Farah,32.3745,62.1164,3,Bakhtar News Agency,National,"Afghan ground and air operations targeted Taliban and/or Islamic State militants in Nangarhar, Kunar, Ghazni, Logar, Urozgan, Farah, Nimruz, and Faryab Provinces over 24 hours, as reported on January 10, 2018. 32 militants were killed (coded across 8 events), including 7 Pakistani nationals; 20 others wounded; and vehicles and weapons discovered and seized.",4
34.4265,70.4515,CON1363963,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Jalalabad,0,Jalalabad,34.4265,70.4515,3,Bakhtar News Agency,National,"Afghan ground and air operations targeted Taliban and/or Islamic State militants in Nangarhar, Kunar, Ghazni, Logar, Urozgan, Farah, Nimruz, and Faryab Provinces over 24 hours, as reported on January 10, 2018. 32 militants were killed (coded across 8 events), including 7 Pakistani nationals; 20 others wounded; and vehicles and weapons discovered and seized.",4
35.9213,64.7841,CON1363964,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Faryab,Maymana,0,Maymana,35.9213,64.7841,3,Bakhtar News Agency,National,"Afghan ground and air operations targeted Taliban and/or Islamic State militants in Nangarhar, Kunar, Ghazni, Logar, Urozgan, Farah, Nimruz, and Faryab Provinces over 24 hours, as reported on January 10, 2018. 32 militants were killed (coded across 8 events), including 7 Pakistani nationals; 20 others wounded; and vehicles and weapons discovered and seized.",4
33.9953,69.0227,CON1363965,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Logar,Pul i Alam,0,Puli Alam,33.9953,69.0227,3,Bakhtar News Agency,National,"Afghan ground and air operations targeted Taliban and/or Islamic State militants in Nangarhar, Kunar, Ghazni, Logar, Urozgan, Farah, Nimruz, and Faryab Provinces over 24 hours, as reported on January 10, 2018. 32 militants were killed (coded across 8 events), including 7 Pakistani nationals; 20 others wounded; and vehicles and weapons discovered and seized.",4
32.6268,65.8733,CON1363966,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Urozgan,Tarinkot,0,Tarinkot,32.6268,65.8733,3,Bakhtar News Agency,National,"Afghan ground and air operations targeted Taliban and/or Islamic State militants in Nangarhar, Kunar, Ghazni, Logar, Urozgan, Farah, Nimruz, and Faryab Provinces over 24 hours, as reported on January 10, 2018. 32 militants were killed (coded across 8 events), including 7 Pakistani nationals; 20 others wounded; and vehicles and weapons discovered and seized.",4
31.3918,64.319,CON1594917,2018 January,2,Battle-No change of territory,Taliban,0,Police Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Helmand,Nawa-e Barakzayi,0,Nawa-e Barakzayi,31.3918,64.319,2,Pajhwok Afghan News,National,"Taliban fighters attacked a police check post in the Chahar Qulfan area of Nawa-e Barakzayi District, Helmand Province, on the night of January 10, 2018. 6-7 policemen were killed, and 2 civilians were wounded. The post was captured, and the Taliban seized weaponry.",6
34.3184,70.2104,CON1363954,2018 January,2,Battle-No change of territory,Police Forces of Afghanistan (2004-) National Directorate of Security,0,Taliban,0,2,12,Southern Asia,Afghanistan,Nangarhar,Khogyani,0,Sur Dag,34.3184,70.2104,1,BBC Monitoring; Afghan Islamic Press; Khaama Press; Pajhwok Afghan News; TOLONews; Xinhua General News Service,Subnational-international,"NDS forces conducted a night raid, with airstrikes, on Taliban hideouts in the Sur Dag area of Khogyani District, Nangarhar Province, on the night of January 10, 2018. 19-23 people, including 4 commanders and 4 civilians (according to local residents), were killed and 14 others arrested. Vehicles, motorcycles, landmines, and explosives were also destroyed. Others reported this as Afghan Special Forces. The Taliban claimed that 13 government forces were killed and only 8 rebels were killed and 4 injured, while there were also civilian casualties - which the government rejected.",19
33.5508,68.4225,CON1363962,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Ghazni,Ghazni,0,Ghazni,33.5508,68.4225,3,Bakhtar News Agency,National,"Afghan ground and air operations targeted Taliban and/or Islamic State militants in Nangarhar, Kunar, Ghazni, Logar, Urozgan, Farah, Nimruz, and Faryab Provinces over 24 hours, as reported on January 10, 2018. 32 militants were killed (coded across 8 events), including 7 Pakistani nationals; 20 others wounded; and vehicles and weapons discovered and seized.",4
30.9667,61.8833,CON1363967,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nimruz,Zaranj,0,Zaranj,30.9667,61.8833,3,Bakhtar News Agency,National,"Afghan ground and air operations targeted Taliban and/or Islamic State militants in Nangarhar, Kunar, Ghazni, Logar, Urozgan, Farah, Nimruz, and Faryab Provinces over 24 hours, as reported on January 10, 2018. 32 militants were killed (coded across 8 events), including 7 Pakistani nationals; 20 others wounded; and vehicles and weapons discovered and seized.",4
34.0923,70.469,CON1363736,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Dih Bala,0,Dih Bala,34.0923,70.469,2,Bakhtar News Agency,National,"Afghan security forces carried out operations against IS militants in Dih Bala, Achin, and Rodat Districts of Nangarhar Province over 24 hours, as reported on January 11, 2018. 26 IS fighters were killed (coded across 3 events) and their hideouts and equipment destroyed. Security forces also discoverd and defused 4 mines in Nangarhar Province.",9
34.1258,70.7133,CON1734220,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Achin,0,Sra Kala,34.1258,70.7133,2,Bakhtar News Agency,National,"Afghan security forces carried out operations against IS militants in Dih Bala, Achin, and Rodat Districts of Nangarhar Province over 24 hours, as reported on January 11, 2018. 26 IS fighters were killed (coded across 3 events) and their hideouts and equipment destroyed. Security forces also discoverd and defused 4 mines in Nangarhar Province.",9
34.5897,69.7625,CON1363738,2018 January,2,Battle-No change of territory,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Kabul,Surobi,0,Surobi,34.5897,69.7625,2,BBC Monitoring; Voice of Jihad,Other-national,"Taliban fighters attacked Afghan security forces in the Kharbolagh area of Surobi District, Kabul Province, on the evening of January 11, 2018. 2 soldiers were killed.",2
34.6714,70.2094,CON1363744,2018 January,2,Battle-No change of territory,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Laghman,Mehtar Lam,0,Mehtar Lam,34.6714,70.2094,1,Bakhtar News Agency,National,"Afghan security forces targeted Taliban militants in Mehtar Lam City, as reported on January 11, 2018. 6 militants were killed.",6
34.1258,70.7133,CON1734221,2018 January,2,Battle-No change of territory,Taliban,0,NATO: North Atlantic Treaty Organization,Military Forces of United States; Achin Communal Militia (Afghanistan),8,28,Southern Asia,Afghanistan,Nangarhar,Achin,0,Sra Kala,34.1258,70.7133,2,BBC Monitoring; Afghan Islamic Press; Voice of Jihad; Associated Press; Pajhwok Afghan News,Subnational-international,"Members of a local militia attacked US NATO forces, their interpreter, and a local militia leader in Achin District, Nangarhar Province on January 11, 2018.The US NATO serviceman and interpreter were wounded while the militia leader was killed. The Taliban claimed the attack was carried out by two ""insurgents"" disguised as local militiamen who had infiltrated the local forces months earlier; the Taliban reported that these 2 infiltrators were killed by the US forces, but that the attack had killed or wounded 16 US soldiers. Others reported these as ALP forces.",3
34.3685,70.3719,CON1620129,2018 January,2,Battle-No change of territory,Taliban,0,Police Forces of Afghanistan (2004-) Afghan Local Police,0,1,12,Southern Asia,Afghanistan,Nangarhar,Surkh Rod,0,Shaykh Misri,34.3685,70.3719,1,BBC Monitoring; Voice of Jihad,Other-national,"Taliban fighters attacked ALP forces in the Shaykh Misri area of Surkh Rod District, Nangarhar Province, on the afternoon of January 11, 2018. 3 police were killed and some wepaons seized.",3
